Price,Close,High,Low,Open,Volume
Ticker,BXP,BXP,BXP,BXP,BXP
Date,,,,,
2022-12-01,61.43231964111328,63.087091352627915,61.28656414033663,62.203976029638454,1917900
2022-12-02,60.62636947631836,60.917887032688554,60.09478248611476,60.677811057453674,1626300
2022-12-05,58.17421340942383,60.22338566688278,57.659778036338864,59.82898499613761,2874300
2022-12-06,56.02215576171875,58.294252587128106,55.850679471326075,58.18279365251299,2251500
2022-12-07,55.730648040771484,56.63091497183688,55.24193338883924,55.730648040771484,1397500
2022-12-08,56.81952667236328,57.66835187794758,55.730638611553736,55.730638611553736,1793500
2022-12-09,57.11105728149414,57.462585681058876,56.37369737052193,56.648063392646336,1545500
2022-12-12,58.028472900390625,58.18280420629868,56.24509037465371,57.42829923374953,1197400
2022-12-13,58.33713150024414,60.317711005353665,58.0284689096554,59.80327553483973,2334100
2022-12-14,59.62321472167969,60.13765011690866,58.045605429389774,58.045605429389774,3208400
2022-12-15,59.26311492919922,59.84614349743109,58.94587658395198,59.426015449060074,2273100
2022-12-16,57.68550491333008,58.90300361781609,56.84526190825154,58.29425426557308,3320100
2022-12-19,57.03388214111328,57.77124197165063,56.17648759782811,57.45401017713191,1476900
2022-12-20,57.4111328125,57.94271973775116,56.510872545623826,56.605179919048375,1858700
2022-12-21,57.882713317871094,58.611497445279305,57.78839938523454,58.105631211919416,1782800
2022-12-22,58.517173767089844,58.54289455508861,56.73379166329948,57.31682017640784,1369700
2022-12-23,58.64577865600586,58.731516788292666,57.78838425033735,58.32854037100444,982800
2022-12-27,59.0744743347168,59.2631021457213,58.302818081243856,58.64577714294295,1077200
2022-12-28,56.879547119140625,59.254533510957366,56.72522239124864,59.06590567722164,1107400
2022-12-29,58.77669906616211,58.95945081068246,57.06230511680373,57.158033169573734,964900
2022-12-30,58.81150817871094,59.072579246450786,57.941258007281,58.2458442393851,1180900
2023-01-03,57.97607421875,60.13429112709986,57.74980729401763,59.30755604291824,1746100
2023-01-04,58.05438995361328,59.107391897213084,57.619264854300205,57.619264854300205,1769200
2023-01-05,55.85265350341797,57.60185812046682,55.85265350341797,57.51482779604605,1680600
2023-01-06,58.350276947021484,58.50692224425507,55.7221176978227,56.12243198197921,1458900
2023-01-09,57.192848205566406,58.915940003944804,57.18414384390276,58.28936539329612,1285100
2023-01-10,58.64616012573242,58.663568847747094,56.77512087808062,56.92306845727696,1076900
2023-01-11,60.70866012573242,60.73476657127072,59.22923069689735,59.237935058570976,1044600
2023-01-12,61.979225158691406,62.2577049789144,60.94362521497966,61.23951375867558,1236600
2023-01-13,61.961814880371094,62.701532901307345,60.917517240610756,61.15248188573797,931600
2023-01-17,62.483978271484375,62.75375375744672,61.65723644886812,62.2229005086617,908500
2023-01-18,61.90089797973633,63.44994900409003,61.10897370364844,62.45785760936457,1233200
2023-01-19,61.291725158691406,62.00533009561604,60.90881292539637,61.41355966210665,796800
2023-01-20,61.961814880371094,62.005330048478804,60.72606112410878,61.248209943988954,861500
2023-01-23,61.93570327758789,62.8146578122052,61.71814073413186,62.25769823211631,943700
2023-01-24,61.657222747802734,62.13586299345622,61.29171927265744,61.60500986263393,898200
2023-01-25,61.86609649658203,62.06625700590263,60.786987881483775,61.16990017436656,1045200
2023-01-26,60.95232391357422,62.44045093707896,60.76957217098403,62.10975825612746,1386700
2023-01-27,64.13744354248047,64.39852128456235,60.7260640084498,60.7260640084498,1215300
2023-01-30,62.82335662841797,64.06781453273403,62.77113710774953,63.45863548113211,1403900
2023-01-31,64.86845397949219,64.91196250799936,62.44045500218165,62.8581780406417,3884400
2023-02-01,64.73789978027344,65.46020890511716,62.475251009907446,62.52746388754115,2694100
2023-02-02,68.2015151977539,69.11527398614446,65.08601767661452,66.57414482297848,2166900
2023-02-03,65.68648529052734,67.07017986413459,65.01638894623508,67.00055825754907,1691900
2023-02-06,63.841548919677734,64.84233787907344,63.07573120926542,64.59866890937323,1655600
2023-02-07,63.96338653564453,64.46813322014974,62.76244370927036,63.2149708695111,1215900
2023-02-08,63.563072204589844,64.1113274127738,63.171455650616906,63.68490669529739,889400
2023-02-09,62.466556549072266,64.38980864062046,62.066242264990386,63.93728147063109,797200
2023-02-10,63.12794876098633,63.25848761569051,62.074946841474635,62.23159213922327,968100
2023-02-13,63.72842025756836,63.76322442019731,62.7624420773155,63.18015842367902,988000
2023-02-14,62.95390319824219,64.02431398322797,62.8755838585881,63.528271580303546,848000
2023-02-15,63.693607330322266,63.70230505094849,62.275095409442315,62.48396021513692,618600
2023-02-16,62.10975646972656,62.94519582874511,62.03143050259385,62.94519582874511,1035400
2023-02-17,61.30042266845703,62.031429607241336,60.682545858918374,62.031429607241336,1116100
2023-02-21,59.55992889404297,61.2482098545405,59.32495760977645,61.05676037780059,860600
2023-02-22,59.316261291503906,60.360558954452976,58.97685757958871,59.85581220691846,859700
2023-02-23,59.67304992675781,60.16909222512244,58.85501269667243,59.67304992675781,760000
2023-02-24,58.06309509277344,59.351061685890556,57.63667434878703,59.29014443674964,942700
2023-02-27,57.48872756958008,58.86372451450691,57.15803487526749,58.69837484760948,1144500
2023-02-28,56.98398208618164,58.15011408678153,56.9404669233908,57.68888257491794,1610200
2023-03-01,56.40091323852539,56.85344705984233,55.904870890973974,56.55755853983016,1214200
2023-03-02,56.67938995361328,56.853443967530566,55.16515654968247,56.12243038804145,1155700
2023-03-03,57.14063262939453,57.23635404526623,56.383512547817446,57.02749585153134,1187300
2023-03-06,57.56705093383789,58.38508159101712,57.27116241908473,57.671476706530306,1027100
2023-03-07,55.0781364440918,57.70628915007008,55.03462459765342,57.43651371030747,1202600
2023-03-08,55.84394836425781,56.23556490024497,54.921485365700406,55.0259144501192,794100
2023-03-09,53.90329360961914,55.58287668070569,53.81626992168611,55.313101256268745,1572100
2023-03-10,49.9871711730957,53.97291875275472,49.90884852092692,53.73795079624834,2771100
2023-03-13,48.59477233886719,49.49983336293888,48.13354078533154,49.18654275308783,3551000
2023-03-14,46.497467041015625,50.30916373091014,46.0536375934248,50.06549142487835,3524400
2023-03-15,47.8028450012207,47.93338386252962,44.904910165988426,45.2704169858087,3635300
2023-03-16,46.56709289550781,48.029113690304214,45.50538976861963,48.029113690304214,3755100
2023-03-17,44.46978759765625,46.29731516178404,43.66915894041764,46.2015871006487,4518300
2023-03-20,45.00933837890625,46.297308189906104,43.495101672070525,43.512507073268736,2388500
2023-03-21,46.6367073059082,47.5591736923474,45.696835517490044,46.04493691758736,2584600
2023-03-22,43.46900177001953,46.279909751482606,43.43419096238586,46.279909751482606,2091900
2023-03-23,41.22374725341797,44.00854830126785,41.032294484448435,42.94684209258828,4108000
2023-03-24,43.00776672363281,43.34716711730805,40.18815770961163,40.60587744058731,3704300
2023-03-27,43.80839538574219,44.635133743180766,43.33845947902034,44.18260323890132,2403200
2023-03-28,44.29573440551758,44.739560525766485,43.025166650818484,43.26883895267714,2341200
2023-03-29,46.25380325317383,46.5670905622976,44.94842784606347,45.16599041391519,2905100
2023-03-30,47.255653381347656,48.06245709583037,46.57297279492359,47.034003972071076,3289500
2023-03-31,47.982662200927734,48.009262429330995,46.617304437847594,47.565963619760446,2803700
2023-04-03,47.54823303222656,49.028849487921775,47.12266656504288,48.22204575974198,1895700
2023-04-04,46.838951110839844,48.089053545634876,46.33358738587041,47.99152727208115,1920000
2023-04-05,46.572975158691406,46.883286376689135,45.88143004892224,46.422255176142436,2041200
2023-04-06,47.078330993652344,47.2822514169768,46.39565382099765,46.980808099059836,1351900
2023-04-10,46.803489685058594,47.56596418776114,45.57998400904518,46.76802496816509,1885300
2023-04-11,47.885135650634766,48.50575465694086,46.94534434420981,47.20245846400971,1954100
2023-04-12,45.730709075927734,48.62101596886565,45.59771807365166,48.48802496658958,1650100
2023-04-13,45.819366455078125,46.21833607079855,45.305138198793664,45.739572531934044,1450600
2023-04-14,45.1810188293457,46.98081449399704,44.94163703999497,46.41338911436834,1337600
2023-04-17,47.051734924316406,47.282252197050916,45.14554870867194,45.36719811132355,1702400
2023-04-18,46.67936706542969,47.034004091914895,45.79276942606427,47.00740724500644,1345100
2023-04-19,47.78761291503906,48.08018836999239,45.92575588984835,46.20946685675525,1231600
2023-04-20,46.351322174072266,47.56596334027165,45.961220441498895,46.96307669223003,1945900
2023-04-21,46.20946502685547,46.6438993301601,45.624310758019476,46.52864069751171,1473600
2023-04-24,46.12967300415039,46.546374967080546,45.36719851117245,46.22719928331289,1257200
2023-04-25,44.595863342285156,45.87256618649106,44.09050292715425,45.659781251756144,2399200
2023-04-26,45.376068115234375,46.98967557185055,44.6313259520191,46.12081027844966,2749200
2023-04-27,46.83008575439453,47.051735158147665,44.62245958699013,45.08348737054734,1997800
2023-04-28,47.3088493347168,48.292973229692514,46.546374843758976,46.67049796887276,1485000
2023-05-01,46.821224212646484,47.79648029768875,46.546377717141034,47.17586125170653,1648400
2023-05-02,45.40266418457031,46.635034359013474,44.25895242099727,46.23606812799637,1574400
2023-05-03,44.56926345825195,46.032147524802824,44.356478538009185,45.624313424947545,1866700
2023-05-04,44.9150390625,45.16328533465655,43.5851425209154,44.09937080707031,1659700
2023-05-05,46.041019439697266,46.25380099653076,45.03029858948353,45.65978215309358,1191900
2023-05-08,45.14555358886719,46.17401017516336,45.03916281108207,46.12081309521988,1004800
2023-05-09,45.20761489868164,45.53565507665704,43.93978001001004,44.42740803286029,1526200
2023-05-10,44.870704650878906,45.99668399803464,44.26781801803802,45.86369300645743,1385200
2023-05-11,43.824520111083984,44.613591442455515,43.638335424780884,44.161428149704925,1586900
2023-05-12,42.92905807495117,44.22349325913631,42.521223953544364,44.00184383896716,1688100
2023-05-15,43.540809631347656,43.78019139444596,42.62761516560715,43.3989541475229,1349400
2023-05-16,41.72328186035156,43.5319382893448,41.67894927723454,43.36348597264432,1509800
