Price,Close,High,Low,Open,Volume
Ticker,WRB,WRB,WRB,WRB,WRB
Date,,,,,
2022-12-01,47.50310516357422,48.56279361252075,47.26341282637326,48.379868043570006,1570650
2022-12-02,47.73017501831055,47.856330198003356,47.118329795825346,47.200329038449475,1142250
2022-12-05,46.884944915771484,47.395867420916495,46.51910104282535,47.35171148534278,927450
2022-12-06,47.5661735534668,47.5661735534668,47.011098738005906,47.011098738005906,1134450
2022-12-07,47.0867919921875,47.73648413073611,46.828176219360905,47.42109798554842,2455050
2022-12-08,46.95432662963867,47.660785459505334,46.821866050198686,47.326479500103446,1531050
2022-12-09,46.39925765991211,47.28232950347014,46.38033420200493,46.92910004419082,1564200
2022-12-12,46.8155632019043,46.97956169242889,46.1217187144718,46.44971930480156,2060400
2022-12-13,46.096492767333984,47.45894934816129,45.976646598415925,47.307565283624925,2309550
2022-12-14,46.03971862792969,46.43079499834887,45.74325954591543,46.11541245865363,1636950
2022-12-15,45.446800231933594,45.932490317570554,45.23864579125457,45.711721440593614,1627950
2022-12-16,45.50996017456055,45.78156734972805,44.92884630808664,45.09307633992296,4997700
2022-12-19,45.18151092529297,46.00896448374668,44.75830926627942,45.53523133730311,1765800
2022-12-20,46.02791976928711,46.166878665679825,45.44048799487798,45.49101948837465,1624050
2022-12-21,46.65956115722656,46.716410442194835,46.097396942420794,46.41953566197938,2361300
2022-12-22,46.09738540649414,46.8932571253947,45.56680667009148,46.61533579068296,1669500
2022-12-23,46.39426803588867,46.46374928500715,45.971066363992556,46.14792838252997,964050
2022-12-27,46.684818267822266,46.93115788565216,46.26793083323783,46.50795627479311,1358850
2022-12-28,45.98369598388672,46.90589832117528,45.977381807023946,46.88063077083319,830550
2022-12-29,46.26162338256836,46.659557503291396,45.926849105257084,46.15424261302538,852450
2022-12-30,45.838417053222656,46.25530089176444,45.42152960038405,46.07212471443997,1386000
2023-01-03,45.844730377197266,46.059491890470554,45.12465764868961,45.77524913634964,1739400
2023-01-04,45.693138122558594,46.2932017703778,45.4910121810399,46.01527679364113,2352450
2023-01-05,45.402584075927734,45.91421675341387,45.02991750997655,45.66155931038933,2379900
2023-01-06,46.92485046386719,47.03222761895843,45.680509385868014,45.83210385272963,1845300
2023-01-09,46.09738540649414,46.981688119560665,45.8510457952067,46.92484246311556,1947000
2023-01-10,46.33110427856445,46.65324297044038,45.990015826660866,46.369000184322616,1207350
2023-01-11,46.08475875854492,46.48901064790441,45.87631502273257,46.293202494357274,1351200
2023-01-12,46.44728469848633,46.73984296900968,45.881241399084274,46.23740261641614,1601850
2023-01-13,46.65716552734375,46.77164865391143,45.989365485218734,46.23740498097413,1131750
2023-01-17,45.671356201171875,46.65715995822261,45.33427552695555,46.65715995822261,1596900
2023-01-18,45.156192779541016,45.69679777076155,45.10531260948094,45.60775656334721,2279550
2023-01-19,44.39299774169922,45.1752809436709,44.3293984281698,45.06716283851837,1893300
2023-01-20,44.46931838989258,44.526556314521336,43.39447328554492,44.50747579323264,2840250
2023-01-23,44.730072021484375,44.933592706825664,44.35483030298177,44.59651202663377,1430700
2023-01-24,45.01627731323242,48.0372880179216,44.18947177860047,44.73007315786782,1565100
2023-01-25,45.42332077026367,45.55051938802847,44.863638845776755,44.965395556446296,1237950
