Price,Close,High,Low,Open,Volume
Ticker,BF-B,BF-B,BF-B,BF-B,BF-B
Date,,,,,
2022-12-01,70.69449615478516,70.85679101508956,69.54886866655713,69.9880233210914,938000
2022-12-02,71.13363647460938,71.37230790943417,70.09302523126273,70.17895073531021,866500
2022-12-05,70.66585540771484,70.88543639530572,70.04531532681814,70.35081455932965,1234100
2022-12-06,70.3126220703125,71.16229198790471,69.70162364156475,70.24579434478309,1748800
2022-12-07,65.17640686035156,70.39854019296503,64.48903909191121,70.3699007797395,1967900
2022-12-08,65.04273986816406,65.46280394407019,63.963947553929565,64.97591215460396,1168200
2022-12-09,64.8422622680664,65.46280953767682,64.50812367171469,64.71815572761437,1207400
2022-12-12,65.72058868408203,65.75877700273702,64.40312446703173,64.8613770072145,1206600
2022-12-13,66.05471801757812,66.96166668529698,65.45326125481651,66.89483896539849,1223900
2022-12-14,65.8160400390625,66.41748945866033,65.1573045197355,66.0069742816945,839600
2022-12-15,63.83029556274414,65.2336849067243,63.763467845586746,65.13821777988159,910700
2022-12-16,62.875614166259766,63.572530796724394,62.617844893542404,63.08564623034787,2080400
2022-12-19,62.49374008178711,63.41023770022381,62.30280580932448,62.913804221615614,970300
2022-12-20,62.15005111694336,62.694221792831314,61.91137964008591,62.62739407065825,772200
2022-12-21,63.792110443115234,63.80165934137916,62.417360440120866,62.4555487495013,1076100
2022-12-22,63.505706787109375,63.62982062333044,62.63694635194111,63.57253451289155,728200
2022-12-23,63.34341049194336,63.66800749818192,63.095190108781594,63.572533077498086,601800
2022-12-27,63.56298828125,63.65845541348035,62.875613275311025,63.438874454042775,567100
2022-12-28,62.598758697509766,63.849394986153975,62.58920979839028,63.534354151969985,598900
2022-12-29,63.1524772644043,63.41978816592694,62.60830656239726,62.96153570354827,603000
2022-12-30,62.703773498535156,63.20975588673731,62.11186558730627,62.82788004993402,672800
2023-01-03,62.045040130615234,63.19066768291123,61.329025641808755,63.19066768291123,1036300
2023-01-04,62.56056213378906,62.818331390287476,61.91137546912541,62.216874647574485,1036300
2023-01-05,60.85167694091797,62.55101292601363,60.55572301995787,62.140497724162095,1399900
2023-01-06,61.49131774902344,61.75862861578576,61.16672077961573,61.61542428468456,1182500
2023-01-09,61.75863265991211,63.2193009087083,61.54860059836685,61.57724000972751,1258800
2023-01-10,62.30280303955078,62.3218935524781,61.63451854829006,61.88273891839692,1102800
2023-01-11,63.13337326049805,63.37204472534994,62.34098953278284,62.79923466644043,1061500
2023-01-12,62.694217681884766,63.24793721996799,62.25506306730409,63.12383068226311,979900
2023-01-13,64.0307846069336,64.0689729179201,62.23597769262072,62.407821450222265,1203300
2023-01-17,64.91864776611328,65.7396783058494,64.23127268320155,64.23127268320155,1993300
2023-01-18,63.66799545288086,65.22413061436932,63.64889765888692,64.63222282302023,1672300
2023-01-19,62.9138069152832,63.92577171327869,62.9138069152832,63.668009706050455,1286600
2023-01-20,63.24794387817383,63.343411015971775,62.09277475836449,62.885165841071334,8071000
2023-01-23,63.49616622924805,64.01169752972882,63.04746265566241,63.305224664064816,1000000
2023-01-24,64.11670684814453,64.28854331328145,63.085644355271846,63.51525008546454,1460900
2023-01-25,65.2527847290039,65.2527847290039,63.43887992548153,63.9639601235482,847500
