Date,Open,High,Low,Close,Volume
2022-12-01,362.1563764094929,362.1563764094929,356.4874458624729,359.63580322265625,1706300
2022-12-02,357.49008014939307,358.4270954839594,354.5665968808163,356.6092834472656,1932300
2022-12-05,354.70709857664946,355.0069503086722,346.0490871313969,348.1386413574219,2329600
2022-12-06,346.2084127721918,347.04234149411303,337.6347001625086,340.0522155761719,3081900
2022-12-07,339.6586568331726,342.29166746014005,335.5920139837088,337.25054931640625,2128200
2022-12-08,339.227619265666,339.7523455017151,333.633637253289,335.5263977050781,1967800
2022-12-09,334.24265433618325,338.86216059493887,333.7741467777424,336.5196228027344,1588800
2022-12-12,335.9855494057603,341.08291441596845,333.89599520123124,340.30517578125,1750400
2022-12-13,351.0340122768007,354.7164751847823,342.48843814711347,345.4681396484375,3062600
2022-12-14,343.89399562620105,345.5993417457315,336.81016222065057,337.6815795898437,2519700
2022-12-15,332.1531332163526,333.68044385643213,326.02504626608084,327.7959899902344,3163700
2022-12-16,323.345220096584,325.8751727896335,321.78042059312475,324.5352478027344,5008800
2022-12-19,324.4602951045994,326.4561423763198,321.0495740986041,322.90484619140625,1646700
2022-12-20,324.1978812041023,325.5378346780331,321.855343194661,322.7923583984375,1623000
2022-12-21,326.3249319157756,328.77990723381816,325.0412256308018,328.1052551269531,1923100
2022-12-22,325.2942821403681,326.1282110086429,318.472810911214,323.81378173828125,1528900
2022-12-23,323.1203256471503,325.85642267673927,321.4992790191143,323.7481384277344,1062000
2022-12-27,324.6851174300677,325.8470070249239,320.2624049328137,320.4310607910156,1035000
2022-12-28,319.0536385813386,321.2556297649363,317.92920903362835,319.4003295898437,1117200
2022-12-29,320.8714669448075,322.93291169172306,319.74703733822935,321.7991027832031,1273600
2022-12-30,320.2156005131285,322.04279179224744,318.0229881354484,321.7523193359375,1031400
2023-01-03,323.73876950572753,326.643522505474,321.2181961906819,324.4134216308594,1589700
2023-01-04,326.1094038547107,328.2457973992726,323.34519753464247,325.8002014160156,1881000
2023-01-05,322.5674656757154,323.40142288576845,318.71634713158227,322.1083374023437,1397800
2023-01-06,325.42534881225896,327.0182859988506,319.4753255106893,326.1562194824219,3097800
2023-01-09,329.7168441575876,334.0458489004681,327.48674387296944,330.76629638671875,1989000
