Date,Open,High,Low,Close,Volume
2022-12-01,100.08749189685932,101.59024686039976,98.89299455018468,101.27235412597656,1577200
2022-12-02,100.46318268479332,105.6072331490767,99.96225945377876,105.5301742553711,2283300
2022-12-05,103.81549204111704,105.42421876531265,101.80218588039716,102.8232879638672,2425800
2022-12-06,100.37649407086312,104.94257033972109,100.37649407086312,104.29714965820312,2060900
2022-12-07,103.38199365114755,106.30080948654644,102.96777180110952,103.65171813964844,1943300
2022-12-08,105.50128160369746,106.676516230135,104.71137088994404,106.00220489501952,2120900
2022-12-09,105.69394306386806,107.11000416117233,104.28751708509732,104.43201446533205,1333700
2022-12-12,103.8925571770841,105.9058706656662,102.5246643347499,105.73247528076172,1548600
2022-12-13,108.36228812913602,108.96917560296072,105.7228317896792,106.3297119140625,1809300
2022-12-14,106.0021882473864,106.0888822556678,103.3241988664453,104.6728286743164,1639500
2022-12-15,102.50540243907626,102.53430044526628,96.77372691276318,98.1801528930664,2638400
2022-12-16,96.63886010916886,99.817772930628,93.77784003974398,97.31317138671876,5312300
2022-12-19,98.64253061790936,100.54024451278092,96.60031936084296,97.8140869140625,1982800
2022-12-20,97.92005758142534,101.5035571216736,97.92005758142534,99.41317749023438,2462800
2022-12-21,100.27052297546132,103.95035913306984,99.13382889466108,100.97373962402344,38999600
2022-12-22,100.8099807663002,100.91594502097898,95.49252719321954,99.0760269165039,2710300
2022-12-23,99.79850266600369,100.28015567824254,97.54437009645784,98.8255615234375,1423500
2022-12-27,99.31684954909552,100.31868869542951,98.56547202670542,99.12419128417967,1144700
2022-12-28,99.2301495200101,99.4228077732482,96.13793825405882,96.2246322631836,1137600
2022-12-29,96.65961071095316,97.0462506287056,94.67808574156142,95.12272644042967,1438300
2022-12-30,94.82305646148176,95.04537676362324,93.47948874837084,94.43641662597656,1390400
2023-01-03,94.533096228847,94.91006809674477,91.826624350796,91.9909439086914,2063700
2023-01-04,91.76863291250676,96.02164970543284,91.70097148283408,95.4126968383789,2393300
2023-01-05,95.04539506598564,96.93992251278408,92.81255308888436,95.49002838134766,2111500
2023-01-06,96.81425610728051,101.12527325798894,96.3696154705085,99.2597427368164,1566800
2023-01-09,99.77204022936348,100.88362710348576,97.9355063557539,97.99349975585938,1432300
2023-01-10,98.109495804547,103.55142872980632,98.109495804547,103.29045104980467,1523000
2023-01-11,103.33879079550124,106.54788949676863,103.33879079550124,106.32556915283205,1657400
2023-01-12,106.7605343622208,107.4854814240952,105.03033386414494,106.68321228027344,963100
2023-01-13,106.1225775666222,108.64539376036716,105.71660900946706,107.79478454589844,1287300
2023-01-17,107.63046384129284,109.91163100643573,105.58128502736412,106.50921630859376,1557700
2023-01-18,107.05051308417885,109.66998750811068,104.4987000891108,104.6050262451172,1545600
2023-01-19,104.29571807428994,105.21398139666384,102.41085130138264,103.74475860595705,1430800
2023-01-20,103.72542268720494,104.58569260597211,102.4688522115376,104.41170501708984,1289600
2023-01-23,104.26671523955986,106.51887835950586,103.33878394612972,104.0927276611328,1184400
2023-01-24,103.70610001566172,104.80801901754296,101.5119226635601,104.42137908935548,1441300
2023-01-25,103.49342847269251,107.49513513124108,103.49342847269251,106.72186279296876,1954700
2023-01-26,109.34134427227691,117.69273328251415,108.12343122404246,117.3834228515625,3732000
2023-01-27,116.13652382201649,119.55827492842452,113.64270409411084,114.957275390625,2658000
2023-01-30,113.88435699337415,117.17078534640548,113.71036939308004,115.11193084716795,1830300
2023-01-31,114.2226372259289,116.64879503150888,113.06272508058616,116.6101303100586,2011700
2023-02-01,116.61015700768556,121.8394456320426,115.5662314131478,121.13382720947266,1733300
2023-02-02,121.12414778651132,121.71377196269516,118.46600866830444,121.64611053466795,1704100
2023-02-03,121.84910583541868,128.07398727489772,121.65578955916064,123.89828491210938,2223700
2023-02-06,123.3666640225381,123.88862682870702,118.37903172116302,119.38429260253906,1741800
2023-02-07,119.4712727764416,120.9791676603225,117.20944151243444,119.08463287353516,1455600
2023-02-08,118.28236384205114,121.31747491448746,117.81839448325488,119.88690948486328,1304500
2023-02-09,120.48619466287444,121.5204521032407,116.6488073060024,117.29642486572266,1406200
2023-02-10,116.55214904963864,118.92030633232612,115.73054391327008,118.23402404785156,1206600
2023-02-13,118.0987087997067,120.37020810222572,117.02578656593704,119.61626434326172,1270400
2023-02-14,119.03630355140656,122.9413524297666,118.63033498534767,122.27439880371094,1264600
2023-02-15,120.94048962607172,121.54944242833284,117.50907100531592,121.48178100585938,1403000
2023-02-16,121.30780229238576,124.1302609423662,120.8631690015978,121.965087890625,1040800
2023-02-17,121.39478650138444,121.88775251976364,119.73224759789646,120.79550170898438,1296700
2023-02-21,119.96423723326032,122.54504693575429,117.16110719284087,117.71206665039062,1303300
2023-02-22,117.67339471329905,118.45634248624566,116.0688491916312,116.41682434082033,1418400
2023-02-23,117.112790077839,117.77006836346308,113.0820786307984,115.03460693359376,1374300
2023-02-24,113.07241083319418,114.56096228244192,111.487186503351,114.54163360595705,1563400
2023-02-27,116.8034680071166,118.94931250741844,115.44057135461374,117.2867660522461,1769300
2023-02-28,117.76040780964114,123.45365840226106,116.62949211202344,121.8974380493164,3346300
2023-03-01,122.61270734963998,126.20845320665036,122.24540350582863,124.80687713623048,1871000
2023-03-02,124.10127569654168,128.85692685390117,123.55031620117131,128.45095825195312,1628400
2023-03-03,128.59592121025327,131.89201700391564,127.85165293355584,131.51504516601562,1775900
2023-03-06,130.9737646918454,131.90170338885378,126.10212709253588,127.57134246826172,1993800
2023-03-07,127.03970788955654,128.8665885273482,126.27610352299008,126.61441802978516,1270000
2023-03-08,126.33411096628802,128.29629992599152,125.18385921423706,128.18031311035156,1320800
2023-03-09,127.30070605595104,129.18556554015998,123.50198300931656,123.907958984375,1334200
2023-03-10,123.80161494691173,123.80161494691173,115.48889098988394,116.33949279785156,2180600
2023-03-13,114.1260031020146,114.86061821492358,111.23588278053096,113.16907501220705,2346700
2023-03-14,114.76395328587836,116.78413550863353,110.92656575319246,112.40545654296876,2141500
2023-03-15,108.86769625079116,109.18667467555868,96.61125964112122,98.35113525390624,6186700
