Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m
2024-01-02,358.79998779296875,359.6000061035156,349.8800048828125,353.0,955000,0.203299760112017,0.18695362220776723,0.07967575109455383,0.4493348806799775
2024-01-03,350.3599853515625,351.3299865722656,343.17999267578125,343.2200012207031,864800,0.16156757973243718,0.19426557544305112,0.05958257283560697,0.4206714119928687
2024-01-04,343.5799865722656,349.3299865722656,343.0799865722656,344.1600036621094,1090500,0.1969117111865908,0.18341240284209492,0.07084846440727022,0.4421723287895638
2024-01-05,344.0,359.989990234375,338.0299987792969,344.0799865722656,2926100,0.23206932398103453,0.18574676151676295,0.0746789897297111,0.41631671653272884
2024-01-08,345.67999267578125,350.94000244140625,345.67999267578125,348.6300048828125,848400,0.23627661305961878,0.17577819770194436,0.04942660922332531,0.5049860309454703
2024-01-09,344.45001220703125,355.70001220703125,344.2300109863281,353.95001220703125,910600,0.23711170643733093,0.17626535475530503,0.060619713868900416,0.4784261592785306
2024-01-10,353.510009765625,356.42999267578125,350.5299987792969,354.8599853515625,895200,0.2355848546961683,0.17007381554957557,0.05346587181747697,0.4309447053959774
2024-01-11,353.6099853515625,358.0599975585937,350.5599975585937,357.7900085449219,1077100,0.23320581299213838,0.1735436985526373,0.030293488824442605,0.4403784916920066
2024-01-12,357.0,357.0,344.9599914550781,346.4800109863281,846400,0.16911873435042124,0.15232146942324953,0.006477882313226324,0.37404824696388506
2024-01-16,333.9100036621094,336.6300048828125,324.739990234375,327.4200134277344,4532300,0.10220162969991375,0.1169788420623481,-0.058678014928108646,0.2994404565682556
2024-01-17,326.25,330.7200012207031,322.239990234375,330.239990234375,1918300,0.11983722302244493,0.11128302087142639,-0.05369941017248492,0.29964573908684367
2024-01-18,329.69000244140625,330.8699951171875,327.07000732421875,328.2699890136719,1005000,0.1110095361879686,0.10272426457547779,-0.05888595134510577,0.29915307317141515
2024-01-19,329.1199951171875,338.6499938964844,328.2699890136719,337.0,898700,0.13296347678560916,0.1601486754827388,-0.01027900146842875,0.33910830126376457
2024-01-22,337.0899963378906,343.70001220703125,337.0899963378906,341.0199890136719,937800,0.14267519844503918,0.19271115346342804,-0.002165322831248262,0.3728663341102374
