Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m
2024-01-02,1201.5799560546875,1230.260009765625,1197.68994140625,1214.18994140625,137500,0.11196677596684035,0.11667110304940587,-0.07464910158115357,-0.17239337641390629
2024-01-03,1199.219970703125,1201.1600341796875,1146.3299560546875,1147.1199951171875,178500,0.03861582980559519,0.06617587577492334,-0.12078543932252661,-0.20639244950184632
2024-01-04,1137.3399658203125,1151.4300537109375,1137.3399658203125,1149.3199462890625,129600,0.042145716431465585,0.0525871605377175,-0.11194561145797155,-0.21380153493270793
2024-01-05,1132.18994140625,1168.5799560546875,1115.6400146484375,1132.2900390625,196000,0.046594847813226536,0.050118283387433404,-0.1077937186820227,-0.24087365672688
2024-01-08,1132.2900390625,1166.739990234375,1130.8199462890625,1166.0999755859375,116000,0.06665568674392075,0.07799543013555676,-0.09856215399374035,-0.21712511635324705
2024-01-09,1155.5400390625,1185.550048828125,1130.1500244140625,1140.81005859375,103300,0.037081178831528616,0.048288137353721616,-0.11731388842424628,-0.21300102729485115
2024-01-10,1135.2900390625,1177.010009765625,1122.2099609375,1176.8599853515625,266700,0.07917320569449515,0.07277895061060757,-0.10822993460303953,-0.19194460506829691
2024-01-11,1171.530029296875,1194.719970703125,1166.530029296875,1186.56005859375,252100,0.0665708391853932,0.07179255852694388,-0.10632427071139905,-0.2198097983888606
2024-01-12,1198.68994140625,1205.0,1180.469970703125,1182.280029296875,162600,0.06052149438643695,0.13483261132334756,-0.11235576823055926,-0.23906982284000922
2024-01-16,1168.550048828125,1187.949951171875,1168.550048828125,1183.97998046875,183700,0.011084526446413223,0.14544712248920266,-0.1087574971900469,-0.22928505179968706
2024-01-17,1173.800048828125,1192.1099853515625,1150.0,1163.0,204500,-0.05037964695992381,0.10031508201348527,-0.12884548318542055,-0.2534247595118191
2024-01-18,1164.0899658203125,1187.800048828125,1162.18994140625,1185.0,135100,-0.00471185814043551,0.1337217857725128,-0.11569145907739142,-0.22614774230115242
2024-01-19,1188.68994140625,1202.3599853515625,1174.6500244140625,1200.0,153700,0.012632566545176305,0.18811881188118806,-0.11100572631901084,-0.22060209724825064
2024-01-22,1205.739990234375,1219.219970703125,1202.0,1219.1600341796875,158500,0.014470334894209236,0.2021851852342249,-0.10478312947497104,-0.19710755268978197
2024-01-23,1229.3699951171875,1229.3699951171875,1202.1099853515625,1219.93994140625,135400,0.02779391852352653,0.1957499434056449,-0.10431570467950835,-0.2187534542927977
2024-01-24,1223.550048828125,1232.56005859375,1194.6500244140625,1204.81005859375,211500,-0.0035480250424358983,0.1943357110807029,-0.08234316008055831,-0.23585634526290822
2024-01-25,1218.0,1218.0,1198.4000244140625,1202.449951171875,177000,-0.009350879222000397,0.21237934093403532,-0.0993019328698328,-0.21651737991733178
2024-01-26,1224.2099609375,1237.97998046875,1215.739990234375,1217.469970703125,133100,-0.0014435420665659393,0.24835424247089555,-0.08055797934150766,-0.20508366356168728
2024-01-29,1217.75,1231.1199951171875,1212.3199462890625,1227.47998046875,108800,0.0036959668964018366,0.249610611862092,-0.06192541798850193,-0.19441362730639844
2024-01-30,1224.949951171875,1239.1800537109375,1221.47998046875,1237.5,125700,0.009989708418473908,0.267605633802817,-0.0158810716505291,-0.19104428828239906
2024-01-31,1240.0899658203125,1240.0899658203125,1193.8900146484375,1197.18994140625,123400,-0.013001269653667102,0.24400173268127334,-0.06792126363956985,-0.20579675452555624
2024-02-01,1196.030029296875,1224.2099609375,1187.010009765625,1224.0,114000,0.008079509028371845,0.24238731712762807,-0.05255826544693998,-0.20152391193883645
2024-02-02,1213.4599609375,1220.75,1193.4300537109375,1210.1099853515625,108900,0.05491142208530686,0.24820523345563705,-0.04648927254611124,-0.22455691295268498
2024-02-05,1203.3199462890625,1205.449951171875,1186.0,1186.969970703125,235100,0.032758523451739796,0.197495933647722,-0.06647320873966955,-0.2505935001111741
2024-02-06,1185.97998046875,1223.93994140625,1185.97998046875,1212.0999755859375,149800,0.07048541784357432,0.1744471317274925,-0.03767224119941459,-0.2384632570013936
2024-02-07,1216.1099853515625,1218.199951171875,1203.760009765625,1213.22998046875,190600,0.040416778895077776,0.17367711887124226,-0.03323661918893184,-0.22027918373136401
2024-02-08,1212.97998046875,1230.6700439453125,1207.5400390625,1224.969970703125,214100,0.07377206352222809,0.17527913446590082,-0.016278002385254897,-0.213724522912337
2024-02-09,1240.800048828125,1240.800048828125,1169.93994140625,1174.510009765625,291100,-0.0019968183260437034,0.13120735892513036,-0.05695928715521714,-0.2445423254304967
2024-02-12,1181.530029296875,1194.1600341796875,1169.4100341796875,1190.0400390625,142200,0.0029328312912153542,0.16152455453363324,-0.040135512022812736,-0.22454775862525655
2024-02-13,1166.97998046875,1180.0,1133.4599609375,1157.56005859375,203600,-0.020908727281663042,0.10865720549927294,-0.06661182130214827,-0.23508070800149328
2024-02-14,1174.22998046875,1184.5999755859375,1165.3800048828125,1181.1800537109375,129100,-0.002364842990591809,0.15888315316133172,-0.03715474558336451,-0.2400272408813655
2024-02-15,1183.050048828125,1200.7099609375,1182.27001953125,1192.699951171875,95100,0.025537361282781612,0.13786624356626676,-0.004673368462036365,-0.2282706722733281
2024-02-16,1189.2099609375,1202.510009765625,1186.780029296875,1187.43994140625,80400,0.0020590222837553185,0.12338453337225963,-0.014654414187587173,-0.23969784589440302
2024-02-20,1177.9599609375,1196.5699462890625,1176.77001953125,1184.3699951171875,144000,-0.013025004069010415,0.12826156931167665,-0.00026172348625164155,-0.22817708090540023
2024-02-21,1177.300048828125,1196.7099609375,1177.300048828125,1193.8900146484375,93200,-0.02072740150824659,0.1380677365985643,0.020706669225648122,-0.2113968464249848
2024-02-22,1195.0,1200.550048828125,1174.5899658203125,1192.780029296875,136900,-0.022263319027055695,0.13576469696642124,0.02739955330152477,-0.18248424957251175
2024-02-23,1200.4000244140625,1212.969970703125,1200.4000244140625,1209.7900390625,67800,0.004133415415341624,0.11448998920213427,0.038366198794541395,-0.16876343391134185
2024-02-26,1206.4100341796875,1215.0,1195.260009765625,1195.260009765625,90200,-0.005979410119517192,0.10817932695294918,0.02865851659919305,-0.1855960277431843
2024-02-27,1205.239990234375,1221.780029296875,1200.0799560546875,1213.2099609375,104900,-0.003499067630526209,0.1094639739032024,0.0321238770974297,-0.15046671430072178
2024-02-28,1213.2099609375,1252.4599609375,1213.2099609375,1243.5699462890625,118800,0.013108128911534678,0.15162430142541594,0.05235677217032286,-0.13133650278382125
2024-02-29,1246.97998046875,1254.3199462890625,1236.0999755859375,1247.219970703125,186600,0.007854521780302992,0.15252821330493727,0.0334678588692634,-0.1300751165266576
2024-03-01,1241.550048828125,1271.300048828125,1223.030029296875,1267.97998046875,153300,0.059130165242908816,0.1606967202719085,0.041402166941889806,-0.10577797367598685
2024-03-04,1268.0,1300.010009765625,1262.93994140625,1286.5400390625,165300,0.0510948031556373,0.1782256882573916,0.060207057198857106,-0.13041653032157974
2024-03-05,1285.0,1298.6099853515625,1272.1099853515625,1286.9000244140625,149000,0.06345707414371171,0.16517429948303564,0.052678956575920255,-0.1469800536120922
2024-03-06,1295.489990234375,1318.02001953125,1295.489990234375,1311.6500244140625,124100,0.10504061331651116,0.18933849431039906,0.07875713149376673,-0.1290042059751646
2024-03-07,1326.9100341796875,1359.97998046875,1326.9100341796875,1350.4599609375,173300,0.11414898782146943,0.2482529992628708,0.13235674489125282,-0.08330284710569213
2024-03-08,1356.010009765625,1364.5899658203125,1313.6099853515625,1313.8499755859375,119100,0.08293563193872888,0.2018056576006002,0.13061178441243326,-0.11836349568145466
2024-03-11,1310.5400390625,1321.68994140625,1289.6199951171875,1297.969970703125,161900,0.05959329758761234,0.17995122602971092,0.14793493124138624,-0.12036025539323758
2024-03-12,1300.0,1304.9300537109375,1288.18994140625,1288.31005859375,128400,0.0968915104017154,0.1813722219859093,0.14111734358805128,-0.10112676881650096
2024-03-13,1292.1800537109375,1310.969970703125,1287.3199462890625,1305.6500244140625,134000,0.09714797952734333,0.1736179994733147,0.16438669332069655,-0.09302772832971407
2024-03-14,1297.760009765625,1307.989990234375,1288.449951171875,1298.1300048828125,115400,0.12143641726877874,0.16444052049575775,0.1518763042753477,-0.11684025852958702
2024-03-15,1289.1400146484375,1331.8599853515625,1289.1400146484375,1324.449951171875,319900,0.12129386795080355,0.1310418028794833,0.1440651488728002,-0.07952716927236547
2024-03-18,1324.449951171875,1326.9599609375,1304.6600341796875,1306.1700439453125,131900,0.09513716560644503,0.06652249205650862,0.11762650681690712,-0.111364308871296
2024-03-19,1305.9000244140625,1315.0,1295.719970703125,1302.6500244140625,176600,0.09702392431854068,0.09410305678682596,0.14773963896776765,-0.104775558186184
2024-03-20,1300.010009765625,1305.0699462890625,1287.0999755859375,1302.8599853515625,92000,0.10004474169632349,0.09943204234630287,0.15094656012091545,-0.11653736896885047
2024-03-21,1309.5400390625,1345.93994140625,1300.7900390625,1338.6400146484375,115600,0.12124232401979196,0.11389033916037739,0.18347466823252567,-0.10770417619421369
2024-03-22,1343.739990234375,1343.8299560546875,1308.800048828125,1327.5999755859375,120800,0.11303001641345123,0.11849701352209396,0.21349500473874206,-0.0858386468961615
2024-03-25,1338.6500244140625,1338.6500244140625,1309.3699951171875,1320.0,105200,0.09109841987367062,0.09172113692279216,0.19996724166132718,-0.09034524001904198
2024-03-26,1320.0799560546875,1326.3699951171875,1308.800048828125,1315.0699462890625,107500,0.10023755128135736,0.08343210857398597,0.1716275254223869,-0.09911289858601646
2024-03-27,1326.1500244140625,1339.6199951171875,1313.47998046875,1335.8399658203125,87600,0.10107896310713693,0.09564232115316762,0.2096602357506343,-0.09833757034658697
2024-03-28,1340.77001953125,1342.43994140625,1331.27001953125,1331.2900390625,94100,0.07053892950308338,0.08858023286547834,0.21271111109134266,-0.09659752325597482
2024-04-01,1345.0400390625,1345.0400390625,1320.2900390625,1341.199951171875,95200,0.07535156802834742,0.09462476574945722,0.1993847142694023,-0.1036617421175724
2024-04-02,1324.9300537109375,1335.489990234375,1313.93994140625,1321.050048828125,116600,0.041854027016858586,0.0891126594212408,0.19220817535240897,-0.11914728057516477
2024-04-03,1312.8299560546875,1345.8299560546875,1312.8299560546875,1330.77001953125,137100,0.034379015907643584,0.09601469601204182,0.22388793955412623,-0.13033501708749884
2024-04-04,1330.0,1340.0,1283.6700439453125,1284.550048828125,144200,-0.0018260747077127881,0.11980442699623417,0.19390846564934594,-0.1607265310849204
2024-04-05,1287.5400390625,1303.199951171875,1285.47998046875,1300.8399658203125,90900,-0.008241572364990457,0.13183449919274404,0.19135446170392,-0.1495221225999187
2024-04-08,1302.47998046875,1314.25,1300.739990234375,1304.27001953125,89200,-0.034203118005945554,0.151886861612899,0.20961745377347563,-0.14746349448382812
2024-04-09,1309.949951171875,1338.1500244140625,1309.949951171875,1336.5999755859375,95700,0.017315523402779753,0.14621387837207345,0.23561332284304792,-0.10947956156774608
2024-04-10,1305.1099853515625,1320.8199462890625,1300.1300048828125,1305.43994140625,83400,0.005755118278336191,0.14430963469539826,0.1995662155107567,-0.14207794456130762
2024-04-11,1326.0,1326.0,1305.8199462890625,1311.489990234375,91400,0.01799251002194846,0.11439763995594987,0.19550233075488155,-0.14134100157326257
2024-04-12,1298.0,1304.72998046875,1251.0,1261.0699462890625,124800,-0.03414397219117449,0.06279487258623706,0.13909563567852024,-0.17762025610693888
2024-04-15,1277.3199462890625,1277.3199462890625,1239.47998046875,1243.56005859375,94600,-0.04203735071510717,0.05183207681628477,0.19365334240708432,-0.21378755315122644
2024-04-16,1242.719970703125,1242.719970703125,1223.510009765625,1228.300048828125,105200,-0.07259610093886637,0.037433123102156074,0.18832478563235133,-0.2210912921393977
2024-04-17,1235.280029296875,1235.280029296875,1196.8199462890625,1198.030029296875,150800,-0.08279168179496632,0.030120403522678307,0.1334570162858204,-0.24931701068482348
2024-04-18,1175.0,1206.1199951171875,1142.9100341796875,1192.56005859375,167000,-0.0845123124070346,0.006379796281645644,0.14095469980580488,-0.24959408981871722
2024-04-19,1201.6500244140625,1202.300048828125,1185.8699951171875,1188.5400390625,100800,-0.08774538137205479,-0.009549967447916696,0.17677231590346532,-0.25669325866868775
2024-04-22,1195.93994140625,1215.510009765625,1186.760009765625,1199.4599609375,83700,-0.10397123363108929,-0.016158726245847355,0.18275940392921175,-0.22090732723145656
2024-04-23,1223.719970703125,1247.530029296875,1217.030029296875,1241.3199462890625,122600,-0.06498947791769527,0.017525456915663762,0.2167060075207079,-0.20397082536858713
2024-04-24,1234.93994140625,1258.449951171875,1227.9200439453125,1235.3699951171875,157100,-0.06411364006273679,0.02536494139093337,0.22462996639336374,-0.2152494453710877
2024-04-25,1232.8900146484375,1236.510009765625,1206.43994140625,1232.9100341796875,92000,-0.062475697464776214,0.025331684681035416,0.24309095211237786,-0.1614739065182791
2024-04-26,1230.6700439453125,1255.18994140625,1221.3199462890625,1238.0899658203125,95000,-0.07317493300177891,0.016936758699090504,0.26949731704661084,-0.15295627104208742
2024-04-29,1240.8499755859375,1258.489990234375,1240.8499755859375,1255.239990234375,112000,-0.05712507913127618,0.02261544807844773,0.27787111577293655,-0.13822788442432277
2024-04-30,1243.800048828125,1251.989990234375,1229.3800048828125,1229.699951171875,100600,-0.08313450943878786,-0.006303069760100977,0.2596158270646607,-0.17552802469200468
