Date,Open,High,Low,Close,Volume,ret_1m,ret_3m,ret_6m,ret_12m
2024-01-02,157.9463371392829,158.0549258485836,151.46065844029155,152.3885955810547,8607300,0.03064492326617474,0.10889327400545978,0.06576778222049007,0.6038791081786692
2024-01-03,149.76273014477516,151.20398185279817,148.79529810740675,149.5060577392578,6100100,-0.0009236177878303442,0.11011836242277462,0.06920174472081841,0.5696624146424498
2024-01-04,147.8772554903137,150.0490145301364,146.84072967998546,147.39353942871094,6196100,0.0070140619008867144,0.07416232294182845,0.06821027134043955,0.557881673295207
2024-01-05,148.15366398246846,149.57518340700975,146.14972106293595,147.0875244140625,5398900,0.019500595813052968,0.07208596326079575,0.07217897456408906,0.5142589621147315
2024-01-08,147.90686411278523,150.82886270165866,147.79827541139858,149.61465454101562,6515500,0.047408383842484136,0.08265485764156333,0.08291899367454403,0.5621401495266887
2024-01-09,147.9463618270546,149.74300872696418,147.01842464252437,149.0914764404297,5606700,0.01779113324568815,0.07994684078108771,0.1026666161087122,0.4618766511993666
2024-01-10,149.8219645804187,149.95028572621834,146.33727500281745,147.88711547851562,5035700,0.014148371857367836,0.06175313447849118,0.08328549495729876,0.41983801394694753
2024-01-11,148.32148742819356,150.4833804037726,146.57420179461178,149.99966430664062,5995600,-0.02056192874328977,0.07101212855529937,0.06979892036083157,0.41945939014976386
2024-01-12,150.24644284468943,150.4438727438727,148.43992989443797,149.3086395263672,4083200,-0.03797226298772072,0.045344786972251416,0.06419881419881412,0.3869881311915562
2024-01-16,149.35799124597222,152.26025727406,147.91672445423106,151.78640747070312,6528000,-0.020574728940455533,0.09175543867940217,0.06133752029723283,0.40821374043640235
2024-01-17,151.14478608504825,151.77657088328067,148.27213322590842,151.4014434814453,6630600,-0.051749661211001,0.09006766558138657,0.06589809741565311,0.40757994720499724
2024-01-18,156.62353787771994,158.67684203788946,154.76766362348403,158.28196716308594,8133700,-0.009941372445603003,0.12587242040113544,0.13579526013212595,0.4790799395402119
2024-01-19,160.48335479441826,166.12005617397145,160.21681613721722,165.784423828125,9157600,0.047268773507247674,0.1898258121016998,0.25832492315019007,0.5450918578137234
2024-01-22,166.0213310335654,169.70346574452256,165.48826879062793,166.13980102539062,7176400,0.036776929149078486,0.2546426837213558,0.23920438805726207,0.6000369731998674
2024-01-23,165.606747042155,165.84367199623594,162.59590671400244,164.90586853027344,5053600,0.06455533347366815,0.2482028443342863,0.21266396978099666,0.5376047473192009
2024-01-24,169.19014348850462,173.70149302862714,168.47938375761908,171.90484619140625,9729000,0.07900128492257896,0.30011311697624765,0.24869845454951522,0.5395416121985304
2024-01-25,174.89595101951764,176.1101592643738,170.21678537560234,170.4142303466797,7234400,0.0652885715525724,0.28243849942666,0.2471312089580473,0.5419955939302497
2024-01-26,166.89992717413324,167.39350947715542,164.4813618389753,164.7577667236328,6653700,0.015948436140392097,0.28551699259291885,0.14699190370403659,0.4782533099634496
2024-01-29,164.1753291611247,166.34708809584467,163.94828553880083,166.31747436523438,5370700,0.0260032064653426,0.2904461741767794,0.11372504541841133,0.47120242496801934
2024-01-30,165.18225273678814,166.99863196821303,163.69163962778234,164.1062469482422,5255300,0.019127135005360563,0.2688285034669944,0.10138251585093894,0.49138528872702625
2024-01-31,161.89499445789275,164.48136089067796,158.89402070051165,162.19114685058594,6049400,0.013759443171207808,0.2566054380367495,0.08111220709297129,0.5325589286781487
2024-02-01,163.33626066217354,165.58699473574748,162.71434214662884,164.82687377929688,4082600,0.08162210663347391,0.26428988011588483,0.1382048046955755,0.5115042001526464
2024-02-02,163.79033020585683,167.00848101731145,163.33624297616436,166.0213165283203,4740800,0.1104654823944693,0.24577838156265397,0.14272995549177403,0.42625666863556755
2024-02-05,166.43596684195222,170.06872554178827,166.12006692217315,168.8939971923828,5749100,0.14587110023279481,0.2378718909876527,0.1796616842293064,0.38963286576326484
2024-02-06,168.7952833781929,170.4932077254205,165.3500734402727,166.53466796875,4550100,0.13221477234155032,0.2097495875229931,0.12667358113302485,0.41910013138424285
2024-02-07,168.30169486798525,170.6906313468878,166.6629980481223,168.7064208984375,5103400,0.12760625899910116,0.22019968008278035,0.15964242674058937,0.4655792784990529
2024-02-08,167.80809973160822,172.75378848206682,167.20592878066762,171.6580352783203,7327900,0.15136048938992985,0.22945967310161985,0.20309724968753629,0.4562042888575293
2024-02-09,176.74192912676222,183.7606694701988,176.31745561314617,183.45465087890625,9539900,0.240504626013601,0.2912659189288114,0.2906662555846571,0.6176153458458111
2024-02-12,182.8919999478917,185.79426644522343,182.27008139476712,183.1585235595703,7085400,0.2210595564076987,0.2987267725082057,0.3422312021297722,0.6131955848337418
2024-02-13,176.30760817046013,179.85152556152312,174.6689112767373,177.9956512451172,9692500,0.1921322959592302,0.1992132873692869,0.27626593797555166,0.5856170486357242
2024-02-14,180.29571874787896,184.5800089456345,180.29571874787896,183.80015563964844,8437900,0.2109131423716213,0.24609359765568795,0.3349141409042464,0.6125952571023043
2024-02-15,186.57407846786995,187.0380469579835,183.98771246480345,185.25128173828125,8622900,0.22357672079252233,0.22055542251452365,0.36326308325187684,0.5991164482484059
2024-02-16,199.42701915758,204.11605153538807,194.7676005160703,197.0084686279297,15552000,0.24466780492399276,0.28724241736009737,0.4567384301410429,0.6860856617357067
2024-02-20,193.0795036334658,193.346042269806,183.7310544830148,186.71229553222656,11216100,0.12623545216647303,0.2243807766933752,0.3315401187554423,0.6543295868933976
